rank,word,score,non_overlapping_word,non_overlapping_score
77,earns,95.45822955233928,moity,62.83621676203299
78,tabes,95.45769101312688,roily,65.99232581622348
79,pones,95.40087512622013,lairy,69.75725345001683
80,poles,95.38041063614943,rainy,70.18162234937732
81,tires,95.21157859306629,coaly,68.03688993604847
82,names,95.20242342645574,roily,65.99232581622348
83,yates,95.17145742174351,porin,64.62659037361158
84,paces,95.13914506900034,roily,65.99232581622348
85,braes,95.11814203971726,moity,62.83621676203299
86,cades,95.05647929989901,roily,65.99232581622348
87,takes,95.04651632446986,roily,65.99232581622348
88,cames,94.90784247728037,roily,65.99232581622348
89,dames,94.88037697744866,roily,65.99232581622348
90,yores,94.87579939414337,paint,66.74789633120162
91,taels,94.85641198249746,porin,64.62659037361158
92,wanes,94.81629081117468,roily,65.99232581622348
93,wales,94.795826321104,porty,64.95940760686638
94,lotes,94.77509256142713,rainy,70.18162234937732
95,fates,94.76620666442275,roily,65.99232581622348
96,noles,94.67061595422416,party,69.65331538202625
97,aunes,94.65472904745876,roily,65.99232581622348
98,napes,94.6218781555032,roily,65.99232581622348
99,moles,94.61595422416694,rainy,70.18162234937732
100,raves,94.59279703803432,moity,62.83621676203299
101,reals,94.58956580276,moity,62.83621676203299
102,mapes,94.56721642544596,roily,65.99232581622348
103,toras,94.5621003029283,liney,70.40269269606193
104,kores,94.56102322450353,laity,68.7881521373275
105,tears,94.56102322450353,noily,62.341837765062266
106,fores,94.47054863682261,laity,68.7881521373275
107,cones,94.39649949511949,lairy,69.75725345001683
108,coles,94.37603500504879,rainy,70.18162234937732
109,maces,94.37468865701783,roily,65.99232581622348
110,doles,94.34856950521709,rainy,70.18162234937732
111,capes,94.32729720632783,roily,65.99232581622348
112,rodes,94.30764052507573,laity,68.7881521373275
113,aides,94.29040727027936,porty,64.95940760686638
114,potes,94.28152137327498,rainy,70.18162234937732
115,aeons,94.26428811847862,dirty,59.0653651969034
116,pages,94.25755637832378,roily,65.99232581622348
117,lakes,94.1460787613598,porty,64.95940760686638
118,daces,94.10730393806799,roily,65.99232581622348
119,reans,94.08495456075394,moity,62.83621676203299
120,bones,93.78148771457421,lairy,69.75725345001683
121,boles,93.76102322450353,rainy,70.18162234937732
122,oaves,93.74217435207,dirty,59.0653651969034
123,lears,93.66058566139347,moity,62.83621676203299
124,taros,93.65735442611914,liney,70.40269269606193
125,vanes,93.59596095590709,roily,65.99232581622348
126,ropes,93.57845843150454,laity,68.7881521373275
127,vales,93.57549646583641,porty,64.95940760686638
128,razes,93.57468865701783,moity,62.83621676203299
129,notes,93.57172669134971,lairy,69.75725345001683
130,nages,93.54776169639851,roily,65.99232581622348
131,motes,93.51706496129248,rainy,70.18162234937732
132,mages,93.49309996634129,roily,65.99232581622348
133,rines,93.47936721642543,coaly,68.03688993604847
134,riles,93.45890272635475,boaty,67.97091888253114
135,nabes,93.3538875799394,roily,65.99232581622348
136,mabes,93.29922584988219,roily,65.99232581622348
137,cotes,93.27714574217434,rainy,70.18162234937732
138,cages,93.25318074722315,roily,65.99232581622348
139,dotes,93.24968024234263,rainy,70.18162234937732
140,gades,93.18532480646246,roily,65.99232581622348
141,pears,93.16701447324132,moity,62.83621676203299
142,raxes,93.1643217771794,moity,62.83621676203299
143,mires,93.0531134298216,tonal,69.26422080107707
144,teals,93.04288118478627,porin,64.62659037361158
145,games,93.03668798384382,roily,65.99232581622348
146,ioras,92.99710535173341,lunet,66.24005385392122
147,claes,92.98310333221137,porty,64.95940760686638
148,bayes,92.91740154830023,porin,64.62659037361158
149,makes,92.88805116122516,roily,65.99232581622348
150,rajes,92.84308313699091,moity,62.83621676203299
151,cires,92.81319421070346,tonal,69.26422080107707
152,hades,92.81050151464153,roily,65.99232581622348
153,eards,92.7087176035005,moity,62.83621676203299
154,leats,92.69148434870414,porin,64.62659037361158
155,botes,92.66213396162908,rainy,70.18162234937732
156,hames,92.66186469202287,roily,65.99232581622348
157,cakes,92.64813194210703,roily,65.99232581622348
158,ayres,92.61851228542577,point,62.05398855604174
159,tomes,92.61231908448333,rainy,70.18162234937732
160,goles,92.50488051161224,rainy,70.18162234937732
161,janes,92.49249410972736,roily,65.99232581622348
162,apres,92.48845506563445,moity,62.83621676203299
163,nears,92.45721979131605,moity,62.83621676203299
164,gapes,92.45614271289128,roily,65.99232581622348
165,moras,92.4036351396836,liney,70.40269269606193
166,blaes,92.3680915516661,porty,64.95940760686638
167,rites,92.3600134634803,coaly,68.03688993604847
168,soare,92.31262201279031,linty,57.31188152137328
169,robes,92.31046785594074,laity,68.7881521373275
170,peats,92.19791316055199,roily,65.99232581622348
171,hones,92.15052170986199,lairy,69.75725345001683
172,laves,92.1456748569505,porty,64.95940760686638
173,tries,92.14190508246381,coaly,68.03688993604847
174,dears,92.13517334230897,moity,62.83621676203299
175,holes,92.13005721979131,rainy,70.18162234937732
176,moues,92.12359474924267,rainy,70.18162234937732
177,roans,92.10690003365869,piley,69.88865701783911
178,sared,92.10690003365869,moity,62.83621676203299
179,laris,92.0832043083137,toney,76.16533153820262
180,bakes,92.03312016156175,roily,65.99232581622348
181,topes,92.03177381353079,rainy,70.18162234937732
182,saner,92.00484685291147,moity,62.83621676203299
183,acres,91.96068663749578,moity,62.83621676203299
184,rares,91.9601480982834,moity,62.83621676203299
185,kades,91.94210703466845,roily,65.99232581622348
186,tines,91.93268259845169,moray,71.7740828004039
187,tiles,91.91221810838101,moray,71.7740828004039
188,rokes,91.89929316728373,laity,68.7881521373275
189,raits,91.86482665769101,poney,74.77132278694043
190,lodes,91.86051834399191,rainy,70.18162234937732
191,fades,91.85163244698754,roily,65.99232581622348
192,pelas,91.84678559407607,dorty,63.92756647593403
193,baels,91.84301581958937,porty,64.95940760686638
194,kames,91.79347021204981,roily,65.99232581622348
195,lomes,91.71188152137327,rainy,70.18162234937732
196,rotas,91.7105351733423,liney,70.40269269606193
197,fames,91.7029956243689,roily,65.99232581622348
198,paves,91.65210366879838,roily,65.99232581622348
199,peals,91.64887243352406,dorty,63.92756647593403
200,leans,91.63783237967014,porty,64.95940760686638
201,taxes,91.61763715920564,roily,65.99232581622348
202,rohes,91.61252103668798,laity,68.7881521373275
203,paris,91.58963312016155,toney,76.16533153820262
204,boras,91.54870414002019,liney,70.40269269606193
205,bears,91.54762706159542,moity,62.83621676203299
206,neats,91.48811847862672,roily,65.99232581622348
207,meats,91.4334567485695,roily,65.99232581622348
208,reads,91.33544261191517,moity,62.83621676203299
209,rails,91.31578593066308,toney,76.16533153820262
210,tajes,91.29639851901716,roily,65.99232581622348
211,eorls,91.26893301918545,paint,66.74789633120162
212,tolas,91.262739818243,piner,71.07990575563782
213,ranis,91.2514304947829,poley,74.75085829686974
214,pomes,91.21831033322113,rainy,70.18162234937732
215,fones,91.191652642208,lairy,69.75725345001683
216,cafes,91.176304274655,roily,65.99232581622348
217,peans,91.14426119151801,roily,65.99232581622348
218,lopes,91.13133625042073,rainy,70.18162234937732
219,lazes,91.12756647593402,porty,64.95940760686638
220,noias,91.09956243688993,curet,68.02100302928307
221,melas,91.08232918209356,porty,64.95940760686638
222,lines,91.03224503534163,moray,71.7740828004039
223,toges,90.95765735442612,rainy,70.18162234937732
224,naves,90.9423089868731,roily,65.99232581622348
225,neals,90.93907775159877,porty,64.95940760686638
226,amies,90.93476943789969,porty,64.95940760686638
227,faces,90.92992258498822,roily,65.99232581622348
228,orles,90.89734096263884,paint,66.74789633120162
229,sater,90.88549309996633,noily,62.341837765062266
230,meals,90.88441602154157,porty,64.95940760686638
231,naris,90.87983843823628,poley,74.75085829686974
232,rains,90.81117468865702,poley,74.75085829686974
233,ratos,90.80578929653315,liney,70.40269269606193
234,wades,90.78236284079433,roily,65.99232581622348
235,moais,90.76216762032985,tuner,68.80430831369908
236,haets,90.76109054190508,roily,65.99232581622348
237,pries,90.74789633120162,tonal,69.26422080107707
238,laxes,90.71719959609558,porty,64.95940760686638
239,nodes,90.6571524739145,lairy,69.75725345001683
240,caves,90.64772803769773,roily,65.99232581622348
241,lures,90.64153483675528,conia,68.30158195893638
242,wames,90.6337260181757,roily,65.99232581622348
243,tarns,90.62322450353416,poley,74.75085829686974
244,deals,90.61703130259171,porty,64.95940760686638
245,antes,90.61568495456075,roily,65.99232581622348
246,modes,90.60249074385727,rainy,70.18162234937732
247,acies,90.60195220464489,porty,64.95940760686638
248,beats,90.57852574890609,roily,65.99232581622348
249,hires,90.56721642544596,tonal,69.26422080107707
250,daris,90.5577919892292,toney,76.16533153820262
251,pines,90.5386738471895,tolar,71.80397172669134
252,arets,90.5300572197913,noily,62.341837765062266
253,piles,90.5182093571188,toran,72.2929653315382
254,nomes,90.50851565129585,lairy,69.75725345001683
255,yages,90.45358465163244,porin,64.62659037361158
256,reaps,90.42854257825647,moity,62.83621676203299
257,moars,90.42450353416358,liney,70.40269269606193
258,tates,90.41346348030964,roily,65.99232581622348
259,hakes,90.40215415684953,roily,65.99232581622348
260,lairs,90.38680578929653,toney,76.16533153820262
261,means,90.3798047795355,roily,65.99232581622348
262,codes,90.36257152473914,rainy,70.18162234937732
263,tokes,90.35260854930999,rainy,70.18162234937732
264,salet,90.320565466173,porin,64.62659037361158
265,reams,90.30225513295187,noily,62.341837765062266
266,goras,90.2925614271289,liney,70.40269269606193
267,gears,90.29148434870413,moity,62.83621676203299
268,parts,90.28286772130596,money,74.00686637495792
269,paxes,90.22362840794345,roily,65.99232581622348
270,comes,90.2139347021205,rainy,70.18162234937732
271,naios,90.19481656008077,curet,68.02100302928307
272,domes,90.18646920228878,rainy,70.18162234937732
273,pures,90.14796364860317,tonal,69.26422080107707
274,deans,90.11242006058566,roily,65.99232581622348
275,loges,90.05721979131604,rainy,70.18162234937732
276,repas,90.04483338943116,moity,62.83621676203299
277,netas,90.03810164927633,roily,65.99232581622348
278,beals,90.02948502187814,porty,64.95940760686638
279,metas,89.98343991921911,roily,65.99232581622348
280,rants,89.94466509592729,poley,74.75085829686974
281,nazes,89.92420060585661,roily,65.99232581622348
282,horas,89.91773813530797,liney,70.40269269606193
283,hears,89.9166610568832,moity,62.83621676203299
284,lites,89.91289128239649,moray,71.7740828004039
285,roves,89.89888926287445,laity,68.7881521373275
286,pairs,89.8932346011444,toney,76.16533153820262
287,mopes,89.87330865028609,rainy,70.18162234937732
288,mazes,89.86953887579938,roily,65.99232581622348
289,lobes,89.86334567485694,rainy,70.18162234937732
290,runes,89.8097610232245,laity,68.7881521373275
291,rules,89.78929653315382,conia,68.30158195893638
292,teads,89.78875799394143,roily,65.99232581622348
293,mines,89.77421743520699,tolar,71.80397172669134
294,tails,89.76910131268932,porey,78.05021878155503
295,miles,89.75375294513631,toran,72.2929653315382
296,bodes,89.74755974419386,rainy,70.18162234937732
297,cries,89.74352070010097,tonal,69.26422080107707
298,larns,89.7227869404241,motey,72.88751262201278
299,dries,89.71605520026927,tonal,69.26422080107707
300,almes,89.68078088185794,porty,64.95940760686638
301,loans,89.65977785257489,tired,72.57596768764725
302,copes,89.63338943116796,rainy,70.18162234937732
303,fires,89.60834735779198,tonal,69.26422080107707
304,dopes,89.60592393133624,rainy,70.18162234937732
305,dazes,89.60215415684954,roily,65.99232581622348
306,boars,89.56957253450017,liney,70.40269269606193
307,reaks,89.56526422080107,moity,62.83621676203299
308,vades,89.56203298552676,roily,65.99232581622348
309,cines,89.53429821608884,tolar,71.80397172669134
310,beans,89.5248737798721,roily,65.99232581622348
311,moers,89.52218108381015,laity,68.7881521373275
312,marts,89.51841130932345,poney,74.77132278694043
313,dines,89.50683271625715,tolar,71.80397172669134
314,maxes,89.45917199596094,roily,65.99232581622348
315,moats,89.45540222147424,riley,72.82935038707505
316,abies,89.45378660383707,porty,64.95940760686638
317,lokes,89.45217098619992,rainy,70.18162234937732
318,rides,89.4454392460451,tonal,69.26422080107707
319,fakes,89.44328508919556,roily,65.99232581622348
320,mures,89.38350723662066,tonal,69.26422080107707
321,years,89.36304274654998,point,62.05398855604174
322,roads,89.35738808481992,liney,70.40269269606193
323,geats,89.3223830360148,roily,65.99232581622348
324,poets,89.31753618310333,rainy,70.18162234937732
325,rimes,89.29680242342644,tonal,69.26422080107707
326,carts,89.2784920902053,poney,74.77132278694043
327,tains,89.26449007068327,porey,78.05021878155503
328,lotas,89.2634129922585,piner,71.07990575563782
329,doers,89.25479636486031,laity,68.7881521373275
330,darts,89.25102659037361,poney,74.77132278694043
331,coats,89.21548300235611,riley,72.82935038707505
332,renos,89.20928980141366,laity,68.7881521373275
333,relos,89.18882531134297,paint,66.74789633120162
334,doats,89.18801750252439,riley,72.82935038707505
335,zoeas,89.18182430158194,dirty,59.0653651969034
336,cures,89.14358801750251,tonal,69.26422080107707
337,noyes,89.13308650286098,parid,68.95402221474251
338,mairs,89.12877818916189,toney,76.16533153820262
339,betas,89.1285089195557,roily,65.99232581622348
340,bries,89.1285089195557,tonal,69.26422080107707
341,monas,89.12473914506899,riley,72.82935038707505
342,dures,89.11612251767082,tonal,69.26422080107707
343,molas,89.1042746549983,tired,72.57596768764725
344,koras,89.0493436553349,liney,70.40269269606193
345,papes,89.01945472904745,roily,65.99232581622348
346,haros,89.01299225849881,liney,70.40269269606193
347,saine,88.9941433860653,porty,64.95940760686638
348,genas,88.99171995960955,roily,65.99232581622348
349,wages,88.97906428811848,roily,65.99232581622348
350,marls,88.96937058229551,toney,76.16533153820262
351,pokes,88.95859979804779,rainy,70.18162234937732
352,fears,88.95779198922921,moity,62.83621676203299
353,heats,88.94755974419387,roily,65.99232581622348
354,bines,88.91928643554358,tolar,71.80397172669134
355,alces,88.90770784247727,porty,64.95940760686638
356,moals,88.90636149444632,tired,72.57596768764725
357,biles,88.89882194547289,toran,72.2929653315382
358,leads,88.88832043083136,porty,64.95940760686638
359,voles,88.88158869067654,rainy,70.18162234937732
360,rozes,88.88078088185796,laity,68.7881521373275
361,peris,88.87377987209693,tonal,69.26422080107707
362,colas,88.86435543588016,tired,72.57596768764725
363,donas,88.85735442611914,riley,72.82935038707505
364,vapes,88.83285089195556,roily,65.99232581622348
365,saned,88.82800403904409,roily,65.99232581622348
366,auges,88.81750252440256,roily,65.99232581622348
367,liras,88.7994614607876,toney,76.16533153820262
368,geals,88.77334230898687,porty,64.95940760686638
369,teams,88.75557051497812,roily,65.99232581622348
370,carls,88.72945136317738,toney,76.16533153820262
371,ripes,88.7162571524739,tonal,69.26422080107707
372,garis,88.71410299562436,toney,76.16533153820262
373,nites,88.70952541231907,moray,71.7740828004039
374,darls,88.70198586334567,toney,76.16533153820262
375,acnes,88.68179064288117,roily,65.99232581622348
376,boers,88.66725008414674,laity,68.7881521373275
377,coals,88.66644227532817,tired,72.57596768764725
378,mites,88.65486368226186,roany,71.47734769437899
379,mobes,88.6053180747223,rainy,70.18162234937732
380,boats,88.60047122181084,riley,72.82935038707505
381,iotas,88.59885560417368,lured,68.00592393133624
382,ceros,88.54311679569167,laity,68.7881521373275
383,wires,88.53907775159878,tonal,69.26422080107707
384,doges,88.53180747223156,rainy,70.18162234937732
385,rices,88.52372938404577,tonal,69.26422080107707
386,deros,88.51565129585997,laity,68.7881521373275
387,airts,88.51242006058565,poney,74.77132278694043
388,tepas,88.49814877145741,roily,65.99232581622348
389,jades,88.45856613934701,roily,65.99232581622348
390,aixes,88.45318074722314,porty,64.95940760686638
391,cites,88.41494446314371,moray,71.7740828004039
392,haves,88.40175025244025,roily,65.99232581622348
393,moans,88.40175025244025,riley,72.82935038707505
394,heals,88.39851901716594,porty,64.95940760686638
395,dites,88.387478963312,moray,71.7740828004039
396,pails,88.37509256142712,toner,77.33611578593066
397,wakes,88.37401548300235,roily,65.99232581622348
398,dobes,88.33793335577246,rainy,70.18162234937732
399,roams,88.32420060585662,liney,70.40269269606193
400,james,88.30992931672836,roily,65.99232581622348
401,palis,88.29027263547627,toner,77.33611578593066
402,geans,88.26873106698082,roily,65.99232581622348
403,tunes,88.26307640525076,moria,71.82039717266913
404,bolas,88.2493436553349,tired,72.57596768764725
405,nokes,88.24880511612251,lairy,69.75725345001683
406,tules,88.24261191518006,noria,71.87505890272635
407,carns,88.22484012117133,toile,74.83002356109054
408,manos,88.21999326825984,riley,72.82935038707505
409,darns,88.1973746213396,toile,74.83002356109054
410,mokes,88.19414338606529,rainy,70.18162234937732
411,lowes,88.17529451363177,rainy,70.18162234937732
412,karos,88.14459777852574,liney,70.40269269606193
413,meris,88.10932346011444,tonal,69.26422080107707
414,reins,88.09532144059239,coaly,68.03688993604847
415,raids,88.06166273981825,toney,76.16533153820262
416,noels,88.05870077415011,party,69.65331538202625
417,faros,88.05412319084483,liney,70.40269269606193
418,sorel,88.02961965668123,paint,66.74789633120162
419,teaks,88.01857960282732,roily,65.99232581622348
420,plies,87.99784584315044,toran,72.2929653315382
421,feats,87.98869067653987,roily,65.99232581622348
422,leaps,87.98142039717267,dorty,63.92756647593403
423,twaes,87.96957253450016,roily,65.99232581622348
424,homes,87.967956916863,rainy,70.18162234937732
425,calos,87.95960955907101,tired,72.57596768764725
426,cokes,87.95422416694714,rainy,70.18162234937732
427,hoars,87.93860652978795,liney,70.40269269606193
428,terns,87.90737125546954,dolia,68.25365196903398
429,tides,87.89875462807134,moray,71.7740828004039
430,wears,87.88852238303602,moity,62.83621676203299
431,tards,87.87371255469537,poney,74.77132278694043
432,getas,87.87236620666442,roily,65.99232581622348
433,pains,87.87048131942107,corey,77.04584315045439
434,froes,87.86267250084146,laity,68.7881521373275
435,leams,87.85513295186806,porty,64.95940760686638
436,toads,87.81070346684618,riley,72.82935038707505
437,bites,87.79993268259844,moray,71.7740828004039
438,jones,87.79858633456747,lairy,69.75725345001683
439,votes,87.78269942780207,rainy,70.18162234937732
440,joles,87.7781218444968,rainy,70.18162234937732
441,gazes,87.7584651632447,roily,65.99232581622348
442,times,87.7501178054527,roany,71.47734769437899
443,rials,87.74930999663412,toney,76.16533153820262
444,japes,87.72938404577582,roily,65.99232581622348
445,tiars,87.72076741837765,poney,74.77132278694043
446,trues,87.70891955570514,conia,68.30158195893638
447,sated,87.70865028609893,roily,65.99232581622348
448,boets,87.69814877145741,rainy,70.18162234937732
449,zones,87.68603163917872,lairy,69.75725345001683
450,leirs,87.67095254123191,boaty,67.97091888253114
451,nails,87.66529787950185,porey,78.05021878155503
452,telos,87.64214069336923,rainy,70.18162234937732
453,meads,87.63029283069673,roily,65.99232581622348
454,mails,87.61063614944462,porey,78.05021878155503
455,barns,87.60982834062605,toile,74.83002356109054
456,baons,87.57509256142713,riley,72.82935038707505
457,pleas,87.57347694378996,dorty,63.92756647593403
458,perts,87.56701447324133,conia,68.30158195893638
459,ureas,87.56135981151127,moity,62.83621676203299
460,manis,87.54628071356444,porey,78.05021878155503
461,aegis,87.54331874789632,porty,64.95940760686638
462,malis,87.52581622349376,porey,78.05021878155503
463,ables,87.51316055200269,porty,64.95940760686638
464,lants,87.49754291484348,porey,78.05021878155503
465,airns,87.45876809155166,poley,74.75085829686974
466,loves,87.45176708179063,rainy,70.18162234937732
467,ribes,87.44826657691013,tonal,69.26422080107707
468,faves,87.44288118478626,roily,65.99232581622348
469,feals,87.43964994951195,porty,64.95940760686638
470,sored,87.4129922584988,laity,68.7881521373275
471,goers,87.41110737125547,laity,68.7881521373275
472,babes,87.40006731740154,roily,65.99232581622348
473,loris,87.38929653315381,manet,78.20774150117805
474,hopes,87.38741164591046,rainy,70.18162234937732
475,hazes,87.38364187142375,roily,65.99232581622348
476,lunes,87.36263884214068,moria,71.82039717266913
477,goats,87.34432850891955,riley,72.82935038707505
478,yeans,87.34028946482665,lirot,62.078222820599116
479,bokes,87.33921238640187,rainy,70.18162234937732
480,tozes,87.3340962638842,rainy,70.18162234937732
481,vires,87.31874789633119,tonal,69.26422080107707
482,baits,87.30474587680915,porey,78.05021878155503
483,soler,87.29047458768092,paint,66.74789633120162
484,rores,87.26624032312353,laity,68.7881521373275
485,dalis,87.25843150454392,porey,78.05021878155503
486,rents,87.22881184786266,dolia,68.25365196903398
487,taser,87.22611915180073,noily,62.341837765062266
488,botas,87.15045439246045,riley,72.82935038707505
489,leaks,87.11814203971727,porty,64.95940760686638
490,mains,87.10602490743857,porey,78.05021878155503
491,ramis,87.0688657017839,toney,76.16533153820262
492,teils,87.05324806462471,moray,71.7740828004039
493,hoers,87.03628407943452,laity,68.7881521373275
494,harts,87.03251430494782,poney,74.77132278694043
495,perls,87.01797374621339,conia,68.30158195893638
496,gairs,87.01770447660721,toney,76.16533153820262
497,fomes,87.00908784920901,rainy,70.18162234937732
498,pants,87.00397172669135,corey,77.04584315045439
499,clies,86.9934702120498,toran,72.2929653315382
500,tices,86.97704476607203,moray,71.7740828004039
501,nemas,86.97489060922248,roily,65.99232581622348
502,lards,86.97327499158531,toney,76.16533153820262
503,tarps,86.96681252103669,money,74.00686637495792
504,loads,86.9102659037361,piner,71.07990575563782
505,beaus,86.89895658027599,roily,65.99232581622348
506,rhies,86.88360821272298,tonal,69.26422080107707
507,cains,86.86610568832043,porey,78.05021878155503
508,nerts,86.85721979131606,dolia,68.25365196903398
509,limes,86.84968024234263,toran,72.2929653315382
510,pules,86.84860316391787,toran,72.2929653315382
511,riels,86.8469875462807,boaty,67.97091888253114
512,datos,86.83325479636486,riley,72.82935038707505
513,gaols,86.8235610905419,tired,72.57596768764725
514,liars,86.82032985526759,toney,76.16533153820262
515,tiers,86.81844496802424,coaly,68.03688993604847
516,goals,86.79528778189162,tired,72.57596768764725
517,neaps,86.77805452709525,roily,65.99232581622348
518,beads,86.77536183103331,roily,65.99232581622348
519,lenos,86.76216762032985,party,69.65331538202625
520,bails,86.75570514978122,porey,78.05021878155503
521,hajes,86.65203635139683,roily,65.99232581622348
522,samey,86.65149781218445,porin,64.62659037361158
523,hairs,86.64288118478626,toney,76.16533153820262
524,ketas,86.62914843487042,roily,65.99232581622348
525,peaks,86.62457085156512,roily,65.99232581622348
526,roils,86.6218781555032,manet,78.20774150117805
527,raise,86.60626051834399,ponty,61.68051161225176
528,certs,86.56263884214069,dolia,68.25365196903398
529,proas,86.56021541568495,liney,70.40269269606193
530,teins,86.54863682261865,moray,71.7740828004039
531,gites,86.54378996970716,moray,71.7740828004039
532,fetas,86.5386738471895,roily,65.99232581622348
533,fries,86.5386738471895,tonal,69.26422080107707
534,perns,86.51336250420734,laity,68.7881521373275
535,peags,86.4945136317738,roily,65.99232581622348
536,harls,86.48347357791988,toney,76.16533153820262
537,natis,86.48158869067653,porey,78.05021878155503
538,pards,86.47970380343318,toney,76.16533153820262
539,peons,86.47862672500841,lairy,69.75725345001683
540,rheas,86.4592393133625,moity,62.83621676203299
541,sayer,86.4468529114776,point,62.05398855604174
542,fazes,86.42477280376977,roily,65.99232581622348
543,tinas,86.42100302928307,porey,78.05021878155503
544,kines,86.41992595085829,tolar,71.80397172669134
545,tarse,86.41831033322114,noily,62.341837765062266
546,rauns,86.37818916189835,toile,74.83002356109054
547,waves,86.37361157859306,roily,65.99232581622348
548,weals,86.37038034331874,porty,64.95940760686638
549,fines,86.32945136317738,tolar,71.80397172669134
550,laser,86.32568158869067,moity,62.83621676203299
551,files,86.30898687310669,toran,72.2929653315382
552,heros,86.2971390104342,laity,68.7881521373275
553,raiks,86.29148434870413,toney,76.16533153820262
554,lipes,86.2691349713901,toran,72.2929653315382
555,merls,86.25351733423089,conia,68.30158195893638
556,batos,86.24570851565129,riley,72.82935038707505
557,lutes,86.24328508919555,noria,71.87505890272635
558,mants,86.23951531470885,porey,78.05021878155503
559,ajies,86.22955233927969,porty,64.95940760686638
560,tyres,86.22685964321776,conia,68.30158195893638
561,malts,86.21905082463816,porey,78.05021878155503
562,lomas,86.20020195220464,tired,72.57596768764725
563,moves,86.193739481656,rainy,70.18162234937732
564,noris,86.18593066307639,palet,78.95173342308986
565,sager,86.16762032985527,moity,62.83621676203299
566,karts,86.16411982497475,poney,74.77132278694043
567,auris,86.14957926624032,toney,76.16533153820262
568,gages,86.14392460451026,roily,65.99232581622348
569,rands,86.14150117805451,toile,74.83002356109054
570,roins,86.11726691349713,palet,78.95173342308986
