rank,Rank,Word,Score,Bonus Score,Pos1 Overall Freq,Pos1 Positional Freq,Pos2 Overall Freq,Pos2 Positional Freq,Pos3 Overall Freq,Pos3 Positional Freq,Pos4 Overall Freq,Pos4 Positional Freq,Pos5 Overall Freq,Pos5 Positional Freq
22,69,slice,3.4536340681726405,23.224311284111856,0.5328345802161264,0.572734829592685,0.5344970906068163,0.372402327514547,1.0,1.0,0.6556291390728477,0.8688524590163934,0.46835443037974683,1.0
23,74,trade,3.441222026352192,23.346061603395974,0.5835411471321695,0.7231920199501247,0.7880299251870324,0.30423940149625933,1.0,0.40331491712707185,0.8774834437086093,1.0,0.2120253164556962,1.0
24,78,cater,3.4371738195706962,23.401375780283903,0.372402327514547,0.7880299251870324,0.5835411471321695,1.0,0.7231920199501247,0.5386740331491713,1.0,0.36065573770491804,1.0,0.501187648456057
25,82,crone,3.4347721846068318,23.29916422498502,0.372402327514547,0.7231920199501247,0.6034912718204489,0.4538653366583541,1.0,0.5386740331491713,0.8774834437086093,0.7934426229508197,0.569620253164557,1.0
26,86,scale,3.430771532202829,23.402733383609718,0.5328345802161264,0.372402327514547,0.7880299251870324,0.572734829592685,1.0,1.0,0.12582781456953643,1.0,0.5063291139240507,1.0
27,89,blare,3.4289639596381623,23.376650082848858,0.21030756442227763,0.572734829592685,0.7880299251870324,0.7231920199501247,1.0,0.4696132596685083,0.6556291390728477,1.0,0.46835443037974683,1.0
28,97,brace,3.418615520581279,23.26731154050954,0.21030756442227763,0.7231920199501247,0.7880299251870324,0.372402327514547,1.0,0.4696132596685083,0.8774834437086093,1.0,0.46835443037974683,1.0
29,99,suite,3.4174472792628907,23.23825273902862,0.5328345802161264,0.3649210307564422,0.5344970906068163,0.5835411471321695,1.0,1.0,0.6059602649006622,0.8688524590163934,0.43354430379746833,1.0
30,101,snore,3.4168250678926073,23.324481603544776,0.5328345802161264,0.4538653366583541,0.6034912718204489,0.7231920199501247,1.0,1.0,0.2814569536423841,0.7934426229508197,0.46835443037974683,1.0
31,102,shore,3.416721436243254,23.355011052872396,0.5328345802161264,0.29925187032418954,0.6034912718204489,0.7231920199501247,1.0,1.0,0.47019867549668876,0.7934426229508197,0.46835443037974683,1.0
32,104,shire,3.412709062805264,23.323493351574854,0.5328345802161264,0.29925187032418954,0.5344970906068163,0.7231920199501247,1.0,1.0,0.47019867549668876,0.8688524590163934,0.46835443037974683,1.0
33,106,later,3.409373270299308,23.454529084796235,0.572734829592685,0.7880299251870324,0.5835411471321695,1.0,0.7231920199501247,0.23204419889502761,1.0,0.36065573770491804,1.0,0.501187648456057
34,107,alone,3.408682024030202,23.364080597202367,0.7880299251870324,0.572734829592685,0.6034912718204489,0.4538653366583541,1.0,0.3784530386740331,0.6556291390728477,0.7934426229508197,0.569620253164557,1.0
35,108,saint,3.407693834205431,23.27349486950769,0.5328345802161264,0.7880299251870324,0.5344970906068163,0.4538653366583541,0.5835411471321695,1.0,1.0,0.8688524590163934,0.569620253164557,0.5985748218527316
36,109,stole,3.407583254299895,23.376743190404063,0.5328345802161264,0.5835411471321695,0.6034912718204489,0.572734829592685,1.0,1.0,0.24834437086092714,0.7934426229508197,0.5063291139240507,1.0
37,118,trice,3.3956002844663313,23.25799320504318,0.5835411471321695,0.7231920199501247,0.5344970906068163,0.372402327514547,1.0,0.40331491712707185,0.8774834437086093,0.8688524590163934,0.46835443037974683,1.0
38,125,parse,3.3799893414895514,23.35111102678551,0.2809642560266002,0.7880299251870324,0.7231920199501247,0.5328345802161264,1.0,0.3812154696132597,1.0,0.5311475409836065,0.5348101265822784,1.0
39,127,safer,3.3775278190179314,23.47237431589524,0.5328345802161264,0.7880299251870324,0.16791354945968412,1.0,0.7231920199501247,1.0,1.0,0.07868852459016394,1.0,0.501187648456057
40,134,stone,3.370686045844241,23.36238840713109,0.5328345802161264,0.5835411471321695,0.6034912718204489,0.4538653366583541,1.0,1.0,0.24834437086092714,0.7934426229508197,0.569620253164557,1.0
41,135,glare,3.370580222847542,23.383639651459465,0.23524522028262676,0.572734829592685,0.7880299251870324,0.7231920199501247,1.0,0.30939226519337015,0.6556291390728477,1.0,0.46835443037974683,1.0
42,148,grace,3.360231783790659,23.28194215787682,0.23524522028262676,0.7231920199501247,0.7880299251870324,0.372402327514547,1.0,0.30939226519337015,0.8774834437086093,1.0,0.46835443037974683,1.0
43,150,flare,3.358409682347962,23.384748574122316,0.16791354945968412,0.572734829592685,0.7880299251870324,0.7231920199501247,1.0,0.36464088397790057,0.6556291390728477,1.0,0.46835443037974683,1.0
44,151,siren,3.3578395230860703,23.31758085368987,0.5328345802161264,0.5344970906068163,0.7231920199501247,1.0,0.4538653366583541,1.0,0.6589403973509934,0.5311475409836065,1.0,0.30641330166270786
45,163,prose,3.341393418692051,23.312899378323486,0.2809642560266002,0.7231920199501247,0.6034912718204489,0.5328345802161264,1.0,0.3812154696132597,0.8774834437086093,0.7934426229508197,0.5348101265822784,1.0
46,170,plate,3.3355735974837772,23.310432161098205,0.2809642560266002,0.572734829592685,0.7880299251870324,0.5835411471321695,1.0,0.3812154696132597,0.6556291390728477,1.0,0.43354430379746833,1.0
47,172,least,3.3329962092834937,23.4140023734617,0.572734829592685,1.0,0.7880299251870324,0.5328345802161264,0.5835411471321695,0.23204419889502761,0.7913907284768212,1.0,0.5348101265822784,0.5985748218527316
48,173,slant,3.332774096673063,19.286616146048154,0.5328345802161264,0.572734829592685,0.7880299251870324,0.4538653366583541,0.5835411471321695,1.0,0.6556291390728477,1.0,0.569620253164557,0.5985748218527316
49,179,plane,3.3254860789383685,23.317803798356607,0.2809642560266002,0.572734829592685,0.7880299251870324,0.4538653366583541,1.0,0.3812154696132597,0.6556291390728477,1.0,0.569620253164557,1.0
50,187,alter,3.320290360782642,23.43826861872233,0.7880299251870324,0.572734829592685,0.5835411471321695,1.0,0.7231920199501247,0.3784530386740331,0.6556291390728477,0.36065573770491804,1.0,0.501187648456057
51,190,react,3.3199805523108123,23.311903854683347,0.7231920199501247,1.0,0.7880299251870324,0.372402327514547,0.5835411471321695,0.281767955801105,0.7913907284768212,1.0,0.46835443037974683,0.5985748218527316
52,199,shone,3.3141613806859445,23.307486961007534,0.5328345802161264,0.29925187032418954,0.6034912718204489,0.4538653366583541,1.0,1.0,0.47019867549668876,0.7934426229508197,0.569620253164557,1.0
53,200,prone,3.313624891697301,23.301622711421754,0.2809642560266002,0.7231920199501247,0.6034912718204489,0.4538653366583541,1.0,0.3812154696132597,0.8774834437086093,0.7934426229508197,0.569620253164557,1.0
54,201,baler,3.3124762869929993,23.441406664203715,0.21030756442227763,0.7880299251870324,0.572734829592685,1.0,0.7231920199501247,0.4696132596685083,1.0,0.3639344262295082,1.0,0.501187648456057
55,203,paler,3.3115584618505145,23.453848275948644,0.2809642560266002,0.7880299251870324,0.572734829592685,1.0,0.7231920199501247,0.3812154696132597,1.0,0.3639344262295082,1.0,0.501187648456057
56,204,brine,3.3105303434017954,23.306518480642072,0.21030756442227763,0.7231920199501247,0.5344970906068163,0.4538653366583541,1.0,0.4696132596685083,0.8774834437086093,0.8688524590163934,0.569620253164557,1.0
57,207,shine,3.310149007247955,23.31300629674703,0.5328345802161264,0.29925187032418954,0.5344970906068163,0.4538653366583541,1.0,1.0,0.47019867549668876,0.8688524590163934,0.569620253164557,1.0
58,211,sober,3.307834317184631,23.371613261797222,0.5328345802161264,0.6034912718204489,0.21030756442227763,1.0,0.7231920199501247,1.0,0.9172185430463576,0.18032786885245902,1.0,0.501187648456057
59,212,cause,3.3070384100146875,23.288496335174713,0.372402327514547,0.7880299251870324,0.3649210307564422,0.5328345802161264,1.0,0.5386740331491713,1.0,0.5377049180327869,0.5348101265822784,1.0
60,213,leant,3.305227682288744,23.36946900157912,0.572734829592685,1.0,0.7880299251870324,0.4538653366583541,0.5835411471321695,0.23204419889502761,0.7913907284768212,1.0,0.569620253164557,0.5985748218527316
61,218,score,3.3019873002807323,23.413450501448764,0.5328345802161264,0.372402327514547,0.6034912718204489,0.7231920199501247,1.0,1.0,0.12582781456953643,0.7934426229508197,0.46835443037974683,1.0
62,220,slide,3.3007963575967594,23.287821555120143,0.5328345802161264,0.572734829592685,0.5344970906068163,0.30423940149625933,1.0,1.0,0.6556291390728477,0.8688524590163934,0.2120253164556962,1.0
63,224,canoe,3.2979695085497367,23.273071746675214,0.372402327514547,0.7880299251870324,0.4538653366583541,0.6034912718204489,1.0,0.5386740331491713,1.0,0.4459016393442623,0.41139240506329117,1.0
64,227,erase,3.2955366762381884,20.498187097842333,1.0,0.7231920199501247,0.7880299251870324,0.5328345802161264,1.0,0.19060773480662985,0.8774834437086093,1.0,0.5348101265822784,1.0
65,228,stage,3.2939426937727356,23.363406961870393,0.5328345802161264,0.5835411471321695,0.7880299251870324,0.23524522028262676,1.0,1.0,0.24834437086092714,1.0,0.23417721518987342,1.0
66,232,poise,3.2894264284847257,23.28045002081495,0.2809642560266002,0.6034912718204489,0.5344970906068163,0.5328345802161264,1.0,0.3812154696132597,0.9172185430463576,0.8688524590163934,0.5348101265822784,1.0
67,233,drone,3.2891334040260554,23.307339285533306,0.30423940149625933,0.7231920199501247,0.6034912718204489,0.4538653366583541,1.0,0.2983425414364641,0.8774834437086093,0.7934426229508197,0.569620253164557,1.0
68,234,alien,3.28622652241638,23.355232410438873,0.7880299251870324,0.572734829592685,0.5344970906068163,1.0,0.4538653366583541,0.3784530386740331,0.6556291390728477,0.8688524590163934,1.0,0.30641330166270786
69,237,space,3.2845004998750222,23.291836173816097,0.5328345802161264,0.2809642560266002,0.7880299251870324,0.372402327514547,1.0,1.0,0.19536423841059603,1.0,0.46835443037974683,1.0
70,241,spore,3.2829877516908383,23.377731965934565,0.5328345802161264,0.2809642560266002,0.6034912718204489,0.7231920199501247,1.0,1.0,0.19536423841059603,0.7934426229508197,0.46835443037974683,1.0
71,246,close,3.279954819818897,23.296091506947878,0.372402327514547,0.572734829592685,0.6034912718204489,0.5328345802161264,1.0,0.5386740331491713,0.6556291390728477,0.7934426229508197,0.5348101265822784,1.0
72,248,spire,3.2789753782528486,23.35133409034508,0.5328345802161264,0.2809642560266002,0.5344970906068163,0.7231920199501247,1.0,1.0,0.19536423841059603,0.8688524590163934,0.46835443037974683,1.0
73,251,roast,3.2766660706453585,23.360260633864957,0.7231920199501247,0.6034912718204489,0.7880299251870324,0.5328345802161264,0.5835411471321695,0.281767955801105,0.9172185430463576,1.0,0.5348101265822784,0.5985748218527316
74,253,tease,3.2757052063782073,20.36048256889288,0.5835411471321695,1.0,0.7880299251870324,0.5328345802161264,1.0,0.40331491712707185,0.7913907284768212,1.0,0.5348101265822784,1.0
75,258,tried,3.2724105639081893,23.319238386202887,0.5835411471321695,0.7231920199501247,0.5344970906068163,1.0,0.30423940149625933,0.40331491712707185,0.8774834437086093,0.8688524590163934,1.0,0.27790973871733965
76,266,early,3.2683235239702406,23.332491589243105,1.0,0.7880299251870324,0.7231920199501247,0.572734829592685,0.33000831255195345,0.19060773480662985,1.0,0.5311475409836065,0.5063291139240507,0.8622327790973872
77,271,shade,3.265396473851557,23.336438167927795,0.5328345802161264,0.29925187032418954,0.7880299251870324,0.30423940149625933,1.0,1.0,0.47019867549668876,1.0,0.2120253164556962,1.0
78,273,slope,3.2649504390011206,23.30588382726951,0.5328345802161264,0.572734829592685,0.6034912718204489,0.2809642560266002,1.0,1.0,0.6556291390728477,0.7934426229508197,0.1518987341772152,1.0
79,275,slime,3.2641686494409887,23.274892006822395,0.5328345802161264,0.572734829592685,0.5344970906068163,0.24023275145469658,1.0,1.0,0.6556291390728477,0.8688524590163934,0.2088607594936709,1.0
80,284,caste,3.2563000177026,23.38112996803181,0.372402327514547,0.7880299251870324,0.5328345802161264,0.5835411471321695,1.0,0.5386740331491713,1.0,0.25901639344262295,0.43354430379746833,1.0
81,288,noise,3.2552402548763895,23.37139228715016,0.4538653366583541,0.6034912718204489,0.5344970906068163,0.5328345802161264,1.0,0.09392265193370165,0.9172185430463576,0.8688524590163934,0.5348101265822784,1.0
82,293,clone,3.252186292824147,23.284814840046145,0.372402327514547,0.572734829592685,0.6034912718204489,0.4538653366583541,1.0,0.5386740331491713,0.6556291390728477,0.7934426229508197,0.569620253164557,1.0
83,297,solar,3.2510568239667177,23.342997065348765,0.5328345802161264,0.6034912718204489,0.572734829592685,0.7880299251870324,0.7231920199501247,1.0,0.9172185430463576,0.3639344262295082,0.5063291139240507,0.501187648456057
84,304,taper,3.24629914689484,23.439755201294002,0.5835411471321695,0.7880299251870324,0.2809642560266002,1.0,0.7231920199501247,0.40331491712707185,1.0,0.18360655737704917,1.0,0.501187648456057
85,305,rouse,3.245617091066866,23.340732699479794,0.7231920199501247,0.6034912718204489,0.3649210307564422,0.5328345802161264,1.0,0.281767955801105,0.9172185430463576,0.5377049180327869,0.5348101265822784,1.0
86,307,plier,3.2443616301682754,23.346232753030463,0.2809642560266002,0.572734829592685,0.5344970906068163,1.0,0.7231920199501247,0.3812154696132597,0.6556291390728477,0.8688524590163934,1.0,0.501187648456057
87,312,crave,3.241647186439595,23.35291182455863,0.372402327514547,0.7231920199501247,0.7880299251870324,0.10390689941812137,1.0,0.5386740331491713,0.8774834437086093,1.0,0.1360759493670886,1.0
88,313,beast,3.240567290787836,23.34382364779563,0.21030756442227763,1.0,0.7880299251870324,0.5328345802161264,0.5835411471321695,0.4696132596685083,0.7913907284768212,1.0,0.5348101265822784,0.5985748218527316
89,314,chase,3.2405425626357047,23.374971652024215,0.372402327514547,0.29925187032418954,0.7880299251870324,0.5328345802161264,1.0,0.5386740331491713,0.47019867549668876,1.0,0.5348101265822784,1.0
90,320,skate,3.238104410816087,23.729048056910518,0.5328345802161264,0.15211970074812967,0.7880299251870324,0.5835411471321695,1.0,1.0,0.026490066225165563,1.0,0.43354430379746833,1.0
91,323,hater,3.2365819520939003,23.451729536857783,0.29925187032418954,0.7880299251870324,0.5835411471321695,1.0,0.7231920199501247,0.18232044198895028,1.0,0.36065573770491804,1.0,0.501187648456057
92,326,place,3.2351118036561095,23.25708883981203,0.2809642560266002,0.572734829592685,0.7880299251870324,0.372402327514547,1.0,0.3812154696132597,0.6556291390728477,1.0,0.46835443037974683,1.0
93,327,heart,3.2349964196406464,23.341109629946978,0.29925187032418954,1.0,0.7880299251870324,0.7231920199501247,0.5835411471321695,0.18232044198895028,0.7913907284768212,1.0,0.46835443037974683,0.5985748218527316
94,337,atone,3.231347352981554,23.349265455541385,0.7880299251870324,0.5835411471321695,0.6034912718204489,0.4538653366583541,1.0,0.3784530386740331,0.24834437086092714,0.7934426229508197,0.569620253164557,1.0
95,340,tamer,3.229798458724555,23.44413383511739,0.5835411471321695,0.7880299251870324,0.24023275145469658,1.0,0.7231920199501247,0.40331491712707185,1.0,0.19672131147540983,1.0,0.501187648456057
96,343,shame,3.2287687656957864,23.335382257974278,0.5328345802161264,0.29925187032418954,0.7880299251870324,0.24023275145469658,1.0,1.0,0.47019867549668876,1.0,0.2088607594936709,1.0
97,345,route,3.227936082617525,23.329273937803325,0.7231920199501247,0.6034912718204489,0.3649210307564422,0.5835411471321695,1.0,0.281767955801105,0.9172185430463576,0.5377049180327869,0.43354430379746833,1.0
98,348,shape,3.225538181817928,23.349997989324287,0.5328345802161264,0.29925187032418954,0.7880299251870324,0.2809642560266002,1.0,1.0,0.47019867549668876,1.0,0.1518987341772152,1.0
99,349,dealt,3.224286659435011,23.313015024773556,0.30423940149625933,1.0,0.7880299251870324,0.572734829592685,0.5835411471321695,0.2983425414364641,0.7913907284768212,1.0,0.5063291139240507,0.5985748218527316
100,350,sower,3.2242536513628464,23.47910147075602,0.5328345802161264,0.6034912718204489,0.13881961762261014,1.0,0.7231920199501247,1.0,0.9172185430463576,0.08196721311475409,1.0,0.501187648456057
101,351,salve,3.2236330979461494,23.35556515125662,0.5328345802161264,0.7880299251870324,0.572734829592685,0.10390689941812137,1.0,1.0,1.0,0.3639344262295082,0.1360759493670886,1.0
102,354,sonar,3.2225638487544748,23.32798781347283,0.5328345802161264,0.6034912718204489,0.4538653366583541,0.7880299251870324,0.7231920199501247,1.0,0.9172185430463576,0.4459016393442623,0.5063291139240507,0.501187648456057
103,355,alert,3.222251131662359,23.409259112568712,0.7880299251870324,0.572734829592685,1.0,0.7231920199501247,0.5835411471321695,0.3784530386740331,0.6556291390728477,0.5770491803278689,0.46835443037974683,0.5985748218527316
104,357,urine,3.2215346007143153,23.44427651528704,0.3649210307564422,0.7231920199501247,0.5344970906068163,0.4538653366583541,1.0,0.08287292817679558,0.8774834437086093,0.8688524590163934,0.569620253164557,1.0
105,358,cease,3.22049045779846,20.314762375916192,0.372402327514547,1.0,0.7880299251870324,0.5328345802161264,1.0,0.5386740331491713,0.7913907284768212,1.0,0.5348101265822784,1.0
106,359,price,3.2192382429770525,23.25350769863846,0.2809642560266002,0.7231920199501247,0.5344970906068163,0.372402327514547,1.0,0.3812154696132597,0.8774834437086093,0.8688524590163934,0.46835443037974683,1.0
107,363,stake,3.2183185947376227,23.387894019558047,0.5328345802161264,0.5835411471321695,0.7880299251870324,0.15211970074812967,1.0,1.0,0.24834437086092714,1.0,0.16772151898734178,1.0
108,364,suave,3.218247135988235,23.271085755589542,0.5328345802161264,0.3649210307564422,0.7880299251870324,0.10390689941812137,1.0,1.0,0.6059602649006622,1.0,0.1360759493670886,1.0
109,366,cried,3.217195815328442,23.312294393361434,0.372402327514547,0.7231920199501247,0.5344970906068163,1.0,0.30423940149625933,0.5386740331491713,0.8774834437086093,0.8688524590163934,1.0,0.27790973871733965
110,372,borne,3.214390724656526,23.275943380401195,0.21030756442227763,0.6034912718204489,0.7231920199501247,0.4538653366583541,1.0,0.4696132596685083,0.9172185430463576,0.5311475409836065,0.569620253164557,1.0
111,374,shear,3.21346369581471,23.348552244571003,0.5328345802161264,0.29925187032418954,1.0,0.7880299251870324,0.7231920199501247,1.0,0.47019867549668876,0.5770491803278689,0.5063291139240507,0.501187648456057
112,384,grade,3.207394073214778,23.35220624152127,0.23524522028262676,0.7231920199501247,0.7880299251870324,0.30423940149625933,1.0,0.30939226519337015,0.8774834437086093,1.0,0.2120253164556962,1.0
113,386,trope,3.206916655294811,23.340764005281454,0.5835411471321695,0.7231920199501247,0.6034912718204489,0.2809642560266002,1.0,0.40331491712707185,0.8774834437086093,0.7934426229508197,0.1518987341772152,1.0
114,390,learn,3.2049933579999443,23.3816132044315,0.572734829592685,1.0,0.7880299251870324,0.7231920199501247,0.4538653366583541,0.23204419889502761,0.7913907284768212,1.0,0.46835443037974683,0.30641330166270786
115,391,pearl,3.203746925736967,23.317601247020963,0.2809642560266002,1.0,0.7880299251870324,0.7231920199501247,0.572734829592685,0.3812154696132597,0.7913907284768212,1.0,0.46835443037974683,0.3657957244655582
116,394,sleet,3.203074719881591,20.26785817059897,0.5328345802161264,0.572734829592685,1.0,1.0,0.5835411471321695,1.0,0.6556291390728477,0.5770491803278689,1.0,0.5985748218527316
117,396,tripe,3.2029042818568216,23.325912970650577,0.5835411471321695,0.7231920199501247,0.5344970906068163,0.2809642560266002,1.0,0.40331491712707185,0.8774834437086093,0.8688524590163934,0.1518987341772152,1.0
118,403,drape,3.200510205158039,23.360852492499294,0.30423940149625933,0.7231920199501247,0.7880299251870324,0.2809642560266002,1.0,0.2983425414364641,0.8774834437086093,1.0,0.1518987341772152,1.0
119,405,scone,3.199427244723423,23.3659264095839,0.5328345802161264,0.372402327514547,0.6034912718204489,0.4538653366583541,1.0,1.0,0.12582781456953643,0.7934426229508197,0.569620253164557,1.0
120,406,since,3.199418044431465,23.254505901779638,0.5328345802161264,0.5344970906068163,0.4538653366583541,0.372402327514547,1.0,1.0,0.6589403973509934,0.4459016393442623,0.46835443037974683,1.0
121,407,coast,3.1993394746124206,23.31977451116788,0.372402327514547,0.6034912718204489,0.7880299251870324,0.5328345802161264,0.5835411471321695,0.5386740331491713,0.9172185430463576,1.0,0.5348101265822784,0.5985748218527316
122,410,stair,3.1985934271275687,23.343000974499628,0.5328345802161264,0.5835411471321695,0.7880299251870324,0.5344970906068163,0.7231920199501247,1.0,0.24834437086092714,1.0,0.4936708860759494,0.501187648456057
123,411,matey,3.197578275496057,23.31648641881641,0.24023275145469658,0.7880299251870324,0.5835411471321695,1.0,0.33000831255195345,0.287292817679558,1.0,0.36065573770491804,1.0,0.8622327790973872
124,412,cadet,3.1974593533512135,23.300906992609566,0.372402327514547,0.7880299251870324,0.30423940149625933,1.0,0.5835411471321695,0.5386740331491713,1.0,0.24262295081967214,1.0,0.5985748218527316
125,413,loser,3.196999038596691,23.463944633699363,0.572734829592685,0.6034912718204489,0.5328345802161264,1.0,0.7231920199501247,0.23204419889502761,0.9172185430463576,0.25901639344262295,1.0,0.501187648456057
126,419,lease,3.192689908527071,20.39674221487372,0.572734829592685,1.0,0.7880299251870324,0.5328345802161264,1.0,0.23204419889502761,0.7913907284768212,1.0,0.5348101265822784,1.0
127,420,farce,3.1922100870648276,23.265773200708466,0.16791354945968412,0.7880299251870324,0.7231920199501247,0.372402327514547,1.0,0.36464088397790057,1.0,0.5311475409836065,0.46835443037974683,1.0
128,424,caper,3.1910843983150925,23.418777702329788,0.372402327514547,0.7880299251870324,0.2809642560266002,1.0,0.7231920199501247,0.5386740331491713,1.0,0.18360655737704917,1.0,0.501187648456057
129,425,salty,3.190802016179945,19.277810143074774,0.5328345802161264,0.7880299251870324,0.572734829592685,0.5835411471321695,0.33000831255195345,1.0,1.0,0.3639344262295082,0.43354430379746833,0.8622327790973872
130,436,spite,3.186502841240948,23.3283555725508,0.5328345802161264,0.2809642560266002,0.5344970906068163,0.5835411471321695,1.0,1.0,0.19536423841059603,0.8688524590163934,0.43354430379746833,1.0
131,437,pause,3.185891117105157,23.303244657085866,0.2809642560266002,0.7880299251870324,0.3649210307564422,0.5328345802161264,1.0,0.3812154696132597,1.0,0.5377049180327869,0.5348101265822784,1.0
132,448,swore,3.179477074740829,23.36755602592954,0.5328345802161264,0.13881961762261014,0.6034912718204489,0.7231920199501247,1.0,1.0,0.1390728476821192,0.7934426229508197,0.46835443037974683,1.0
133,453,stave,3.1775610476770044,23.41123404592038,0.5328345802161264,0.5835411471321695,0.7880299251870324,0.10390689941812137,1.0,1.0,0.24834437086092714,1.0,0.1360759493670886,1.0
134,457,spine,3.176415322695539,23.340847035517257,0.5328345802161264,0.2809642560266002,0.5344970906068163,0.4538653366583541,1.0,1.0,0.19536423841059603,0.8688524590163934,0.569620253164557,1.0
135,460,flier,3.17472517802056,23.353017271353977,0.16791354945968412,0.572734829592685,0.5344970906068163,1.0,0.7231920199501247,0.36464088397790057,0.6556291390728477,0.8688524590163934,1.0,0.501187648456057
136,461,large,3.1743771270376864,23.37565102237555,0.572734829592685,0.7880299251870324,0.7231920199501247,0.23524522028262676,1.0,0.23204419889502761,1.0,0.5311475409836065,0.23417721518987342,1.0
137,462,trail,3.1742164939775903,23.311278550767014,0.5835411471321695,0.7231920199501247,0.7880299251870324,0.5344970906068163,0.572734829592685,0.40331491712707185,0.8774834437086093,1.0,0.4936708860759494,0.3657957244655582
138,466,crest,3.173549763676429,19.414676338602117,0.372402327514547,0.7231920199501247,1.0,0.5328345802161264,0.5835411471321695,0.5386740331491713,0.8774834437086093,0.5770491803278689,0.5348101265822784,0.5985748218527316
139,469,wrote,3.172190317684051,23.309382549249204,0.13881961762261014,0.7231920199501247,0.6034912718204489,0.5835411471321695,1.0,0.21823204419889503,0.8774834437086093,0.7934426229508197,0.43354430379746833,1.0
