Rank,Word,Score,Bonus Score,Pos1 Overall Freq,Pos1 Positional Freq,Pos2 Overall Freq,Pos2 Positional Freq,Pos3 Overall Freq,Pos3 Positional Freq,Pos4 Overall Freq,Pos4 Positional Freq,Pos5 Overall Freq,Pos5 Positional Freq
47,slade,3.4992558100585014,23.30660626198534,0.5328345802161264,0.572734829592685,0.7880299251870324,0.30423940149625933,1.0,1.0,0.6556291390728477,1.0,0.2120253164556962,1.0
48,sarge,3.4980121003778164,23.30564369503376,0.5328345802161264,0.7880299251870324,0.7231920199501247,0.23524522028262676,1.0,1.0,1.0,0.5311475409836065,0.23417721518987342,1.0
49,scare,3.496434379304484,23.43655628697285,0.5328345802161264,0.372402327514547,0.7880299251870324,0.7231920199501247,1.0,1.0,0.12582781456953643,1.0,0.46835443037974683,1.0
50,spaer,3.49220977884893,23.37623538213503,0.5328345802161264,0.2809642560266002,0.7880299251870324,1.0,0.7231920199501247,1.0,0.19536423841059603,1.0,1.0,0.501187648456057
51,trone,3.489986933186579,23.306108217826477,0.5835411471321695,0.7231920199501247,0.6034912718204489,0.4538653366583541,1.0,0.40331491712707185,0.8774834437086093,0.7934426229508197,0.569620253164557,1.0
52,soave,3.489526993739002,23.280134784989286,0.5328345802161264,0.6034912718204489,0.7880299251870324,0.10390689941812137,1.0,1.0,0.9172185430463576,1.0,0.1360759493670886,1.0
53,taler,3.487920503339793,23.460077453001702,0.5835411471321695,0.7880299251870324,0.572734829592685,1.0,0.7231920199501247,0.40331491712707185,1.0,0.3639344262295082,1.0,0.501187648456057
54,trine,3.4859745597485894,23.31500445988405,0.5835411471321695,0.7231920199501247,0.5344970906068163,0.4538653366583541,1.0,0.40331491712707185,0.8774834437086093,0.8688524590163934,0.569620253164557,1.0
55,sauce,3.4847300318064214,23.208909946158208,0.5328345802161264,0.7880299251870324,0.3649210307564422,0.372402327514547,1.0,1.0,1.0,0.5377049180327869,0.46835443037974683,1.0
56,carte,3.483455625949741,23.329696971520328,0.372402327514547,0.7880299251870324,0.7231920199501247,0.5835411471321695,1.0,0.5386740331491713,1.0,0.5311475409836065,0.43354430379746833,1.0
57,spare,3.47743483071459,23.412711389802876,0.5328345802161264,0.2809642560266002,0.7880299251870324,0.7231920199501247,1.0,1.0,0.19536423841059603,1.0,0.46835443037974683,1.0
58,sager,3.476527451085304,23.370966323179083,0.5328345802161264,0.7880299251870324,0.23524522028262676,1.0,0.7231920199501247,1.0,1.0,0.21639344262295082,1.0,0.501187648456057
59,toile,3.474917151434909,23.29060999247529,0.5835411471321695,0.6034912718204489,0.5344970906068163,0.572734829592685,1.0,0.40331491712707185,0.9172185430463576,0.8688524590163934,0.5063291139240507,1.0
60,strae,3.473798181462862,23.333671595072882,0.5328345802161264,0.5835411471321695,0.7231920199501247,0.7880299251870324,1.0,1.0,0.24834437086092714,0.5311475409836065,0.5063291139240507,1.0
61,carne,3.4733681074043328,23.303081680674147,0.372402327514547,0.7880299251870324,0.7231920199501247,0.4538653366583541,1.0,0.5386740331491713,1.0,0.5311475409836065,0.569620253164557,1.0
62,store,3.4732461014015503,23.40991249899595,0.5328345802161264,0.5835411471321695,0.6034912718204489,0.7231920199501247,1.0,1.0,0.24834437086092714,0.7934426229508197,0.46835443037974683,1.0
63,sayer,3.4725815780629423,23.451324056711105,0.5328345802161264,0.7880299251870324,0.33000831255195345,1.0,0.7231920199501247,1.0,1.0,0.09180327868852459,1.0,0.501187648456057
64,teary,3.470006057438166,23.33209999884821,0.5835411471321695,1.0,0.7880299251870324,0.7231920199501247,0.33000831255195345,0.40331491712707185,0.7913907284768212,1.0,0.46835443037974683,0.8622327790973872
65,stire,3.4692337279635606,23.37959305477902,0.5328345802161264,0.5835411471321695,0.5344970906068163,0.7231920199501247,1.0,1.0,0.24834437086092714,0.8688524590163934,0.46835443037974683,1.0
66,toise,3.4657884699740045,23.285244294404706,0.5835411471321695,0.6034912718204489,0.5344970906068163,0.5328345802161264,1.0,0.40331491712707185,0.9172185430463576,0.8688524590163934,0.5348101265822784,1.0
67,grate,3.4606935776183256,23.33528547916299,0.23524522028262676,0.7231920199501247,0.7880299251870324,0.5835411471321695,1.0,0.30939226519337015,0.8774834437086093,1.0,0.43354430379746833,1.0
68,crise,3.4585283381635916,23.30027395311644,0.372402327514547,0.7231920199501247,0.5344970906068163,0.5328345802161264,1.0,0.5386740331491713,0.8774834437086093,0.8688524590163934,0.5348101265822784,1.0
69,slice,3.4536340681726405,23.224311284111856,0.5328345802161264,0.572734829592685,0.5344970906068163,0.372402327514547,1.0,1.0,0.6556291390728477,0.8688524590163934,0.46835443037974683,1.0
70,frate,3.448523037118746,23.31677303603815,0.16791354945968412,0.7231920199501247,0.7880299251870324,0.5835411471321695,1.0,0.36464088397790057,0.8774834437086093,1.0,0.43354430379746833,1.0
71,urase,3.4477625801708065,23.482616756156375,0.3649210307564422,0.7231920199501247,0.7880299251870324,0.5328345802161264,1.0,0.08287292817679558,0.8774834437086093,1.0,0.5348101265822784,1.0
72,saber,3.446582232165391,23.38736809118313,0.5328345802161264,0.7880299251870324,0.21030756442227763,1.0,0.7231920199501247,1.0,1.0,0.18032786885245902,1.0,0.501187648456057
73,blaer,3.443738907772502,23.34017407518101,0.21030756442227763,0.572734829592685,0.7880299251870324,1.0,0.7231920199501247,0.4696132596685083,0.6556291390728477,1.0,1.0,0.501187648456057
74,trade,3.441222026352192,23.346061603395974,0.5835411471321695,0.7231920199501247,0.7880299251870324,0.30423940149625933,1.0,0.40331491712707185,0.8774834437086093,1.0,0.2120253164556962,1.0
75,maire,3.4382983511433327,23.354738209293558,0.24023275145469658,0.7880299251870324,0.5344970906068163,0.7231920199501247,1.0,0.287292817679558,1.0,0.8688524590163934,0.46835443037974683,1.0
76,baile,3.4382208500688747,23.300675777485118,0.21030756442227763,0.7880299251870324,0.5344970906068163,0.572734829592685,1.0,0.4696132596685083,1.0,0.8688524590163934,0.5063291139240507,1.0
77,reast,3.4381233545878205,23.421778434077513,0.7231920199501247,1.0,0.7880299251870324,0.5328345802161264,0.5835411471321695,0.281767955801105,0.7913907284768212,1.0,0.5348101265822784,0.5985748218527316
78,cater,3.4371738195706962,23.401375780283903,0.372402327514547,0.7880299251870324,0.5835411471321695,1.0,0.7231920199501247,0.5386740331491713,1.0,0.36065573770491804,1.0,0.501187648456057
79,alose,3.4364505510249517,23.375357264104107,0.7880299251870324,0.572734829592685,0.6034912718204489,0.5328345802161264,1.0,0.3784530386740331,0.6556291390728477,0.7934426229508197,0.5348101265822784,1.0
80,siler,3.435620298617615,23.385940505765348,0.5328345802161264,0.5344970906068163,0.572734829592685,1.0,0.7231920199501247,1.0,0.6589403973509934,0.3639344262295082,1.0,0.501187648456057
81,slart,3.4353341522303724,19.288049035148386,0.5328345802161264,0.572734829592685,0.7880299251870324,0.7231920199501247,0.5835411471321695,1.0,0.6556291390728477,1.0,0.46835443037974683,0.5985748218527316
82,crone,3.4347721846068318,23.29916422498502,0.372402327514547,0.7231920199501247,0.6034912718204489,0.4538653366583541,1.0,0.5386740331491713,0.8774834437086093,0.7934426229508197,0.569620253164557,1.0
83,faire,3.43332941988033,23.29928036647225,0.16791354945968412,0.7880299251870324,0.5344970906068163,0.7231920199501247,1.0,0.36464088397790057,1.0,0.8688524590163934,0.46835443037974683,1.0
84,sabre,3.431807284031051,23.338658913665796,0.5328345802161264,0.7880299251870324,0.21030756442227763,0.7231920199501247,1.0,1.0,1.0,0.18032786885245902,0.46835443037974683,1.0
85,shoer,3.431496384377594,23.34827360729605,0.5328345802161264,0.29925187032418954,0.6034912718204489,1.0,0.7231920199501247,1.0,0.47019867549668876,0.7934426229508197,1.0,0.501187648456057
86,scale,3.430771532202829,23.402733383609718,0.5328345802161264,0.372402327514547,0.7880299251870324,0.572734829592685,1.0,1.0,0.12582781456953643,1.0,0.5063291139240507,1.0
87,crine,3.430759811168842,23.308060467042598,0.372402327514547,0.7231920199501247,0.5344970906068163,0.4538653366583541,1.0,0.5386740331491713,0.8774834437086093,0.8688524590163934,0.569620253164557,1.0
88,urate,3.4300815717214657,23.458412896440688,0.3649210307564422,0.7231920199501247,0.7880299251870324,0.5835411471321695,1.0,0.08287292817679558,0.8774834437086093,1.0,0.43354430379746833,1.0
89,blare,3.4289639596381623,23.376650082848858,0.21030756442227763,0.572734829592685,0.7880299251870324,0.7231920199501247,1.0,0.4696132596685083,0.6556291390728477,1.0,0.46835443037974683,1.0
90,paise,3.4281743434654857,23.307751691159464,0.2809642560266002,0.7880299251870324,0.5344970906068163,0.5328345802161264,1.0,0.3812154696132597,1.0,0.8688524590163934,0.5348101265822784,1.0
91,shier,3.4274840109396036,23.357169849353628,0.5328345802161264,0.29925187032418954,0.5344970906068163,1.0,0.7231920199501247,1.0,0.47019867549668876,0.8688524590163934,1.0,0.501187648456057
92,seral,3.4268336437527998,23.45289892607788,0.5328345802161264,1.0,0.7231920199501247,0.7880299251870324,0.572734829592685,1.0,0.7913907284768212,0.5311475409836065,0.5063291139240507,0.3657957244655582
93,siree,3.4203276021757567,20.272072006246447,0.5328345802161264,0.5344970906068163,0.7231920199501247,1.0,1.0,1.0,0.6589403973509934,0.5311475409836065,1.0,1.0
94,salue,3.419880743599947,23.291961841322234,0.5328345802161264,0.7880299251870324,0.572734829592685,0.3649210307564422,1.0,1.0,1.0,0.3639344262295082,0.25316455696202533,1.0
95,seity,3.419693743453518,23.262358757015292,0.5328345802161264,1.0,0.5344970906068163,0.5835411471321695,0.33000831255195345,1.0,0.7913907284768212,0.8688524590163934,0.43354430379746833,0.8622327790973872
96,taser,3.418762251428588,23.466605619823984,0.5835411471321695,0.7880299251870324,0.5328345802161264,1.0,0.7231920199501247,0.40331491712707185,1.0,0.25901639344262295,1.0,0.501187648456057
97,brace,3.418615520581279,23.26731154050954,0.21030756442227763,0.7231920199501247,0.7880299251870324,0.372402327514547,1.0,0.4696132596685083,0.8774834437086093,1.0,0.46835443037974683,1.0
98,torse,3.41760346799807,23.315749599529664,0.5835411471321695,0.6034912718204489,0.7231920199501247,0.5328345802161264,1.0,0.40331491712707185,0.9172185430463576,0.5311475409836065,0.5348101265822784,1.0
99,suite,3.4174472792628907,23.23825273902862,0.5328345802161264,0.3649210307564422,0.5344970906068163,0.5835411471321695,1.0,1.0,0.6059602649006622,0.8688524590163934,0.43354430379746833,1.0
100,sored,3.4168906206519143,23.358693682882187,0.5328345802161264,0.6034912718204489,0.7231920199501247,1.0,0.30423940149625933,1.0,0.9172185430463576,0.5311475409836065,1.0,0.27790973871733965
101,snore,3.4168250678926073,23.324481603544776,0.5328345802161264,0.4538653366583541,0.6034912718204489,0.7231920199501247,1.0,1.0,0.2814569536423841,0.7934426229508197,0.46835443037974683,1.0
102,shore,3.416721436243254,23.355011052872396,0.5328345802161264,0.29925187032418954,0.6034912718204489,0.7231920199501247,1.0,1.0,0.47019867549668876,0.7934426229508197,0.46835443037974683,1.0
103,samey,3.4166374039331533,23.27795168056496,0.5328345802161264,0.7880299251870324,0.24023275145469658,1.0,0.33000831255195345,1.0,1.0,0.19672131147540983,1.0,0.8622327790973872
104,shire,3.412709062805264,23.323493351574854,0.5328345802161264,0.29925187032418954,0.5344970906068163,0.7231920199501247,1.0,1.0,0.47019867549668876,0.8688524590163934,0.46835443037974683,1.0
105,spale,3.411771983612935,23.37888848643974,0.5328345802161264,0.2809642560266002,0.7880299251870324,0.572734829592685,1.0,1.0,0.19536423841059603,1.0,0.5063291139240507,1.0
106,later,3.409373270299308,23.454529084796235,0.572734829592685,0.7880299251870324,0.5835411471321695,1.0,0.7231920199501247,0.23204419889502761,1.0,0.36065573770491804,1.0,0.501187648456057
107,alone,3.408682024030202,23.364080597202367,0.7880299251870324,0.572734829592685,0.6034912718204489,0.4538653366583541,1.0,0.3784530386740331,0.6556291390728477,0.7934426229508197,0.569620253164557,1.0
108,saint,3.407693834205431,23.27349486950769,0.5328345802161264,0.7880299251870324,0.5344970906068163,0.4538653366583541,0.5835411471321695,1.0,1.0,0.8688524590163934,0.569620253164557,0.5985748218527316
109,stole,3.407583254299895,23.376743190404063,0.5328345802161264,0.5835411471321695,0.6034912718204489,0.572734829592685,1.0,1.0,0.24834437086092714,0.7934426229508197,0.5063291139240507,1.0
110,aline,3.4046696505922123,23.374175096340554,0.7880299251870324,0.572734829592685,0.5344970906068163,0.4538653366583541,1.0,0.3784530386740331,0.6556291390728477,0.8688524590163934,0.569620253164557,1.0
111,caner,3.404212779547803,23.41559397013541,0.372402327514547,0.7880299251870324,0.4538653366583541,1.0,0.7231920199501247,0.5386740331491713,1.0,0.4459016393442623,1.0,0.501187648456057
112,stile,3.4035708808619054,23.36668518409563,0.5328345802161264,0.5835411471321695,0.5344970906068163,0.572734829592685,1.0,1.0,0.24834437086092714,0.8688524590163934,0.5063291139240507,1.0
113,sated,3.402109244107389,23.34459213116668,0.5328345802161264,0.7880299251870324,0.5835411471321695,1.0,0.30423940149625933,1.0,1.0,0.36065573770491804,1.0,0.27790973871733965
114,trape,3.401363734318563,23.35962142479247,0.5835411471321695,0.7231920199501247,0.7880299251870324,0.2809642560266002,1.0,0.40331491712707185,0.8774834437086093,1.0,0.1518987341772152,1.0
115,liane,3.3992921323594483,23.326218878094366,0.572734829592685,0.5344970906068163,0.7880299251870324,0.4538653366583541,1.0,0.23204419889502761,0.6589403973509934,1.0,0.569620253164557,1.0
116,corey,3.398174465834826,23.29916336064851,0.372402327514547,0.6034912718204489,0.7231920199501247,1.0,0.33000831255195345,0.5386740331491713,0.9172185430463576,0.5311475409836065,1.0,0.8622327790973872
117,slake,3.3956532657862706,23.297060449627114,0.5328345802161264,0.572734829592685,0.7880299251870324,0.15211970074812967,1.0,1.0,0.6556291390728477,1.0,0.16772151898734178,1.0
118,trice,3.3956002844663313,23.25799320504318,0.5835411471321695,0.7231920199501247,0.5344970906068163,0.372402327514547,1.0,0.40331491712707185,0.8774834437086093,0.8688524590163934,0.46835443037974683,1.0
119,ranse,3.391972898883841,23.396214016984132,0.7231920199501247,0.7880299251870324,0.4538653366583541,0.5328345802161264,1.0,0.281767955801105,1.0,0.4459016393442623,0.5348101265822784,1.0
120,laree,3.3896125090467986,20.39929979171066,0.572734829592685,0.7880299251870324,0.7231920199501247,1.0,1.0,0.23204419889502761,1.0,0.5311475409836065,1.0,1.0
121,parle,3.3891180229504556,23.344712018973738,0.2809642560266002,0.7880299251870324,0.7231920199501247,0.572734829592685,1.0,0.3812154696132597,1.0,0.5311475409836065,0.5063291139240507,1.0
122,olate,3.3886540639052,23.417094425866527,0.6034912718204489,0.572734829592685,0.7880299251870324,0.5835411471321695,1.0,0.10497237569060773,0.6556291390728477,1.0,0.43354430379746833,1.0
123,leary,3.3869907595870297,23.368359644829056,0.572734829592685,1.0,0.7880299251870324,0.7231920199501247,0.33000831255195345,0.23204419889502761,0.7913907284768212,1.0,0.46835443037974683,0.8622327790973872
124,spate,3.3849622937026895,23.345179495102276,0.5328345802161264,0.2809642560266002,0.7880299251870324,0.5835411471321695,1.0,1.0,0.19536423841059603,1.0,0.43354430379746833,1.0
125,parse,3.3799893414895514,23.35111102678551,0.2809642560266002,0.7880299251870324,0.7231920199501247,0.5328345802161264,1.0,0.3812154696132597,1.0,0.5311475409836065,0.5348101265822784,1.0
126,saver,3.3777339975606457,23.400885720457065,0.5328345802161264,0.7880299251870324,0.10390689941812137,1.0,0.7231920199501247,1.0,1.0,0.15737704918032788,1.0,0.501187648456057
127,safer,3.3775278190179314,23.47237431589524,0.5328345802161264,0.7880299251870324,0.16791354945968412,1.0,0.7231920199501247,1.0,1.0,0.07868852459016394,1.0,0.501187648456057
128,daine,3.3759143287994906,23.301504196971944,0.30423940149625933,0.7880299251870324,0.5344970906068163,0.4538653366583541,1.0,0.2983425414364641,1.0,0.8688524590163934,0.569620253164557,1.0
129,arsey,3.375469205563074,23.33608262936577,0.7880299251870324,0.7231920199501247,0.5328345802161264,1.0,0.33000831255195345,0.3784530386740331,0.8774834437086093,0.25901639344262295,1.0,0.8622327790973872
130,spane,3.3748747751572807,23.352551132360674,0.5328345802161264,0.2809642560266002,0.7880299251870324,0.4538653366583541,1.0,1.0,0.19536423841059603,1.0,0.569620253164557,1.0
131,sware,3.373924153764581,23.40983392474339,0.5328345802161264,0.13881961762261014,0.7880299251870324,0.7231920199501247,1.0,1.0,0.1390728476821192,1.0,0.46835443037974683,1.0
132,maile,3.3726355040416776,23.34183033861016,0.24023275145469658,0.7880299251870324,0.5344970906068163,0.572734829592685,1.0,0.287292817679558,1.0,0.8688524590163934,0.5063291139240507,1.0
133,ratel,3.370822595111318,23.389109173473724,0.7231920199501247,0.7880299251870324,0.5835411471321695,1.0,0.572734829592685,0.281767955801105,1.0,0.36065573770491804,1.0,0.3657957244655582
134,stone,3.370686045844241,23.36238840713109,0.5328345802161264,0.5835411471321695,0.6034912718204489,0.4538653366583541,1.0,1.0,0.24834437086092714,0.7934426229508197,0.569620253164557,1.0
135,glare,3.370580222847542,23.383639651459465,0.23524522028262676,0.572734829592685,0.7880299251870324,0.7231920199501247,1.0,0.30939226519337015,0.6556291390728477,1.0,0.46835443037974683,1.0
136,saned,3.369148204084495,23.35881032101819,0.5328345802161264,0.7880299251870324,0.4538653366583541,1.0,0.30423940149625933,1.0,1.0,0.4459016393442623,1.0,0.27790973871733965
137,oater,3.369106993082589,23.470917987427658,0.6034912718204489,0.7880299251870324,0.5835411471321695,1.0,0.7231920199501247,0.10497237569060773,1.0,0.36065573770491804,1.0,0.501187648456057
138,porae,3.3687824105465873,23.294196465374775,0.2809642560266002,0.6034912718204489,0.7231920199501247,0.7880299251870324,1.0,0.3812154696132597,0.9172185430463576,0.5311475409836065,0.5063291139240507,1.0
139,wrate,3.3666373967078034,23.333250862006402,0.13881961762261014,0.7231920199501247,0.7880299251870324,0.5835411471321695,1.0,0.21823204419889503,0.8774834437086093,1.0,0.43354430379746833,1.0
140,sable,3.366144436929396,23.316491783723137,0.5328345802161264,0.7880299251870324,0.21030756442227763,0.572734829592685,1.0,1.0,1.0,0.18032786885245902,0.5063291139240507,1.0
141,poire,3.364217957047285,23.29872358956893,0.2809642560266002,0.6034912718204489,0.5344970906068163,0.7231920199501247,1.0,0.3812154696132597,0.9172185430463576,0.8688524590163934,0.46835443037974683,1.0
142,caser,3.3635475028488395,23.445628120859773,0.372402327514547,0.7880299251870324,0.5328345802161264,1.0,0.7231920199501247,0.5386740331491713,1.0,0.25901639344262295,1.0,0.501187648456057
143,maise,3.363506822580773,23.336464640539578,0.24023275145469658,0.7880299251870324,0.5344970906068163,0.5328345802161264,1.0,0.287292817679558,1.0,0.8688524590163934,0.5348101265822784,1.0
144,sawer,3.3630015663436064,23.477971768551516,0.5328345802161264,0.7880299251870324,0.13881961762261014,1.0,0.7231920199501247,1.0,1.0,0.08196721311475409,1.0,0.501187648456057
